Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
f4e3840e-bb71-40c2-afc5-9408d842646d,hate,13/12/2020 00:43,photo,healthy eating,negative,5
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,21/06/2020 13:09,photo,healthy eating,positive,75
f4e3840e-bb71-40c2-afc5-9408d842646d,scared,18/08/2020 11:34,photo,healthy eating,negative,15
f4e3840e-bb71-40c2-afc5-9408d842646d,adore,19/03/2021 21:35,photo,healthy eating,positive,72
f4e3840e-bb71-40c2-afc5-9408d842646d,disgust,08/03/2021 02:51,photo,healthy eating,negative,0
f4e3840e-bb71-40c2-afc5-9408d842646d,want,20/02/2021 05:52,photo,healthy eating,positive,70
f4e3840e-bb71-40c2-afc5-9408d842646d,peeking,22/12/2020 11:15,photo,healthy eating,neutral,35
f4e3840e-bb71-40c2-afc5-9408d842646d,super love,25/03/2021 13:06,photo,healthy eating,positive,75
f4e3840e-bb71-40c2-afc5-9408d842646d,indifferent,26/08/2020 19:10,photo,healthy eating,neutral,20
f4e3840e-bb71-40c2-afc5-9408d842646d,worried,07/12/2020 06:14,photo,healthy eating,negative,12
f4e3840e-bb71-40c2-afc5-9408d842646d,adore,02/04/2021 19:50,photo,healthy eating,positive,72
f4e3840e-bb71-40c2-afc5-9408d842646d,dislike,23/04/2021 11:45,photo,healthy eating,negative,10
f4e3840e-bb71-40c2-afc5-9408d842646d,worried,23/12/2020 18:50,photo,healthy eating,negative,12
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,17/01/2021 23:43,video,cooking,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,23/06/2020 11:28,video,cooking,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,22/10/2020 09:15,video,cooking,negative,10
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,10/03/2021 18:08,video,cooking,positive,72
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,28/12/2020 09:05,video,cooking,negative,12
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,19/05/2021 11:51,video,cooking,negative,5
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,04/05/2021 21:19,video,cooking,positive,72
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,26/12/2020 13:56,video,cooking,negative,5
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,23/01/2021 11:26,video,cooking,negative,12
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,03/11/2020 04:22,video,cooking,positive,30
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,02/09/2020 00:42,video,cooking,positive,75
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,11/12/2020 09:58,video,cooking,negative,10
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,14/01/2021 00:16,video,cooking,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,16/10/2020 14:01,video,cooking,positive,75
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,03/02/2021 08:07,video,cooking,negative,10
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,15/12/2020 07:10,video,cooking,negative,12
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,10/10/2020 22:18,video,cooking,negative,10
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,23/03/2021 19:44,video,cooking,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,indifferent,24/07/2020 12:25,video,cooking,neutral,20
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,05/02/2021 19:47,video,cooking,negative,5
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,09/02/2021 04:51,video,cooking,positive,30
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,04/10/2020 22:03,video,cooking,positive,72
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,15/01/2021 21:57,video,cooking,positive,45
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,24/06/2020 01:16,video,cooking,positive,30
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,indifferent,02/07/2020 22:14,video,cooking,neutral,20
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,16/02/2021 12:59,video,cooking,negative,5
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,like,01/01/2021 01:06,video,cooking,positive,50
457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,19/10/2020 03:36,GIF,healthy eating,positive,45
457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,27/10/2020 21:57,GIF,healthy eating,positive,72
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,30/06/2020 23:11,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,05/02/2021 02:00,GIF,healthy eating,negative,15
457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,12/03/2021 23:07,GIF,healthy eating,positive,45
457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,17/10/2020 04:55,GIF,healthy eating,positive,60
457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,22/05/2021 03:37,GIF,healthy eating,negative,12
457301ee-3e87-40d8-8b82-ea4e1fa90e39,indifferent,24/06/2020 02:58,GIF,healthy eating,neutral,20
457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,13/03/2021 21:26,GIF,healthy eating,positive,75
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,21/05/2021 14:58,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,peeking,07/02/2021 13:05,GIF,healthy eating,neutral,35
457301ee-3e87-40d8-8b82-ea4e1fa90e39,interested,13/12/2020 00:37,GIF,healthy eating,positive,30
457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,11/03/2021 00:44,GIF,healthy eating,negative,12
457301ee-3e87-40d8-8b82-ea4e1fa90e39,peeking,12/12/2020 15:42,GIF,healthy eating,neutral,35
457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,23/12/2020 12:51,GIF,healthy eating,positive,72
457301ee-3e87-40d8-8b82-ea4e1fa90e39,love,03/02/2021 21:47,GIF,healthy eating,positive,65
457301ee-3e87-40d8-8b82-ea4e1fa90e39,cherish,01/09/2020 22:44,GIF,healthy eating,positive,70
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,01/10/2020 07:34,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,16/04/2021 09:46,GIF,healthy eating,positive,70
457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,12/11/2020 16:56,GIF,healthy eating,positive,75
457301ee-3e87-40d8-8b82-ea4e1fa90e39,cherish,18/09/2020 23:23,GIF,healthy eating,positive,70
457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,25/07/2020 18:29,GIF,healthy eating,positive,72
457301ee-3e87-40d8-8b82-ea4e1fa90e39,super love,12/04/2021 23:07,GIF,healthy eating,positive,75
457301ee-3e87-40d8-8b82-ea4e1fa90e39,like,11/07/2020 00:31,GIF,healthy eating,positive,50
457301ee-3e87-40d8-8b82-ea4e1fa90e39,like,28/12/2020 00:27,GIF,healthy eating,positive,50
457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,10/08/2020 05:25,GIF,healthy eating,positive,70
457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,08/03/2021 12:14,GIF,healthy eating,negative,12
457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,20/04/2021 02:53,GIF,healthy eating,positive,72
457301ee-3e87-40d8-8b82-ea4e1fa90e39,indifferent,18/01/2021 08:31,GIF,healthy eating,neutral,20
457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,01/02/2021 07:58,GIF,healthy eating,negative,15
457301ee-3e87-40d8-8b82-ea4e1fa90e39,like,14/03/2021 07:00,GIF,healthy eating,positive,50
457301ee-3e87-40d8-8b82-ea4e1fa90e39,peeking,17/06/2021 13:42,GIF,healthy eating,neutral,35
457301ee-3e87-40d8-8b82-ea4e1fa90e39,interested,26/09/2020 09:33,GIF,healthy eating,positive,30
457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,17/02/2021 18:29,GIF,healthy eating,negative,15
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,07/07/2020 12:17,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,26/03/2021 14:57,GIF,healthy eating,positive,60
457301ee-3e87-40d8-8b82-ea4e1fa90e39,hate,13/01/2021 14:21,GIF,healthy eating,negative,5
457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,26/01/2021 04:49,GIF,healthy eating,positive,45
457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,08/01/2021 12:59,GIF,healthy eating,negative,12
457301ee-3e87-40d8-8b82-ea4e1fa90e39,adore,13/05/2021 08:45,GIF,healthy eating,positive,72
457301ee-3e87-40d8-8b82-ea4e1fa90e39,dislike,05/04/2021 06:47,GIF,healthy eating,negative,10
457301ee-3e87-40d8-8b82-ea4e1fa90e39,interested,28/04/2021 07:56,GIF,healthy eating,positive,30
457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,20/01/2021 09:12,GIF,healthy eating,positive,70
4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,18/04/2021 19:52,audio,animals,positive,70
4fa14453-7b29-4302-b51f-9aa23b472c1b,indifferent,25/05/2021 13:39,audio,animals,neutral,20
4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,13/04/2021 04:44,audio,animals,negative,10
4fa14453-7b29-4302-b51f-9aa23b472c1b,heart,07/09/2020 15:12,audio,animals,positive,60
4fa14453-7b29-4302-b51f-9aa23b472c1b,indifferent,30/04/2021 19:43,audio,animals,neutral,20
4fa14453-7b29-4302-b51f-9aa23b472c1b,heart,24/04/2021 12:10,audio,animals,positive,60
4fa14453-7b29-4302-b51f-9aa23b472c1b,interested,26/07/2020 02:20,audio,animals,positive,30
4fa14453-7b29-4302-b51f-9aa23b472c1b,adore,06/09/2020 09:22,audio,animals,positive,72
4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,08/09/2020 15:30,audio,animals,negative,0
4fa14453-7b29-4302-b51f-9aa23b472c1b,like,26/07/2020 17:43,audio,animals,positive,50
4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,07/12/2020 07:49,audio,animals,negative,10
4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,03/05/2021 02:36,audio,animals,negative,10
4fa14453-7b29-4302-b51f-9aa23b472c1b,love,19/02/2021 03:09,audio,animals,positive,65
4fa14453-7b29-4302-b51f-9aa23b472c1b,indifferent,27/01/2021 01:27,audio,animals,neutral,20
4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,14/11/2020 01:27,audio,animals,positive,70
4fa14453-7b29-4302-b51f-9aa23b472c1b,worried,06/07/2020 05:30,audio,animals,negative,12
4fa14453-7b29-4302-b51f-9aa23b472c1b,cherish,16/08/2020 19:30,audio,animals,positive,70
4fa14453-7b29-4302-b51f-9aa23b472c1b,hate,22/01/2021 21:05,audio,animals,negative,5
4fa14453-7b29-4302-b51f-9aa23b472c1b,like,16/02/2021 02:10,audio,animals,positive,50
4fa14453-7b29-4302-b51f-9aa23b472c1b,intrigued,14/10/2020 08:12,audio,animals,positive,45
4fa14453-7b29-4302-b51f-9aa23b472c1b,scared,30/10/2020 06:51,audio,animals,negative,15
4fa14453-7b29-4302-b51f-9aa23b472c1b,interested,04/01/2021 16:17,audio,animals,positive,30
4fa14453-7b29-4302-b51f-9aa23b472c1b,dislike,19/10/2020 19:31,audio,animals,negative,10
4478d98e-43e8-4dc0-884d-c1115aa8b970,worried,29/07/2020 20:23,audio,animals,negative,12
4478d98e-43e8-4dc0-884d-c1115aa8b970,hate,15/07/2020 03:34,audio,animals,negative,5
4478d98e-43e8-4dc0-884d-c1115aa8b970,dislike,20/09/2020 07:23,audio,animals,negative,10
4478d98e-43e8-4dc0-884d-c1115aa8b970,super love,10/10/2020 12:25,audio,animals,positive,75
4478d98e-43e8-4dc0-884d-c1115aa8b970,like,26/12/2020 18:29,audio,animals,positive,50
4478d98e-43e8-4dc0-884d-c1115aa8b970,interested,31/10/2020 12:10,audio,animals,positive,30
4478d98e-43e8-4dc0-884d-c1115aa8b970,interested,21/09/2020 12:16,audio,animals,positive,30
4478d98e-43e8-4dc0-884d-c1115aa8b970,interested,09/05/2021 05:10,audio,animals,positive,30
4478d98e-43e8-4dc0-884d-c1115aa8b970,love,29/09/2020 23:50,audio,animals,positive,65
4478d98e-43e8-4dc0-884d-c1115aa8b970,super love,25/06/2020 08:02,audio,animals,positive,75
4478d98e-43e8-4dc0-884d-c1115aa8b970,cherish,03/11/2020 21:53,audio,animals,positive,70
4478d98e-43e8-4dc0-884d-c1115aa8b970,hate,04/03/2021 18:10,audio,animals,negative,5
50c9237a-541c-4f10-a2be-7cbe076b2012,love,02/04/2021 07:32,GIF,travel,positive,65
50c9237a-541c-4f10-a2be-7cbe076b2012,worried,11/07/2020 04:37,GIF,travel,negative,12
50c9237a-541c-4f10-a2be-7cbe076b2012,intrigued,24/07/2020 10:25,GIF,travel,positive,45
50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,11/12/2020 18:03,GIF,travel,neutral,35
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,03/09/2020 10:59,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,hate,03/05/2021 09:04,GIF,travel,negative,5
50c9237a-541c-4f10-a2be-7cbe076b2012,indifferent,25/09/2020 04:54,GIF,travel,neutral,20
50c9237a-541c-4f10-a2be-7cbe076b2012,hate,10/06/2021 02:21,GIF,travel,negative,5
50c9237a-541c-4f10-a2be-7cbe076b2012,love,28/10/2020 23:07,GIF,travel,positive,65
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,10/11/2020 07:27,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,heart,18/05/2021 01:53,GIF,travel,positive,60
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,25/01/2021 00:52,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,03/12/2020 22:11,GIF,travel,negative,10
50c9237a-541c-4f10-a2be-7cbe076b2012,dislike,08/04/2021 11:32,GIF,travel,negative,10
50c9237a-541c-4f10-a2be-7cbe076b2012,want,09/04/2021 19:47,GIF,travel,positive,70
50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,10/01/2021 02:16,GIF,travel,neutral,35
50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,12/07/2020 05:43,GIF,travel,positive,70
50c9237a-541c-4f10-a2be-7cbe076b2012,like,28/10/2020 19:23,GIF,travel,positive,50
50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,13/09/2020 03:59,GIF,travel,neutral,35
50c9237a-541c-4f10-a2be-7cbe076b2012,peeking,08/09/2020 07:53,GIF,travel,neutral,35
50c9237a-541c-4f10-a2be-7cbe076b2012,cherish,01/02/2021 14:10,GIF,travel,positive,70
